Year,GeoType,Borough,GeoID,BCT2020,Name,CDType,NTAType,Pop2,Pop2P,Hsp1,Hsp1P,WNH,WNHP,BNH,BNHP,ANH,ANHP,ONH,ONHP,TwoPlNH,TwoPlNHP
2020,NTA2020,Brooklyn,BK1001,,Bay Ridge,,0,"86,779",100,"16,310",18.8,"51,417",59.3,"1,840",2.1,"13,662",15.7,810,0.9,"2,740",3.2
2020,NTA2020,Brooklyn,BK1002,,Dyker Heights,,0,"46,756",100,"6,486",13.9,"16,960",36.3,357,0.8,"22,042",47.1,202,0.4,709,1.5
2020,NTA2020,Brooklyn,BK1061,,Fort Hamilton,,6,775,100,189,24.4,319,41.2,105,13.5,81,10.5,16,2.1,65,8.4
2020,NTA2020,Brooklyn,BK1091,,Dyker Beach Park,,9,9,100,2,22.2,3,33.3,0,,0,,1,11.1,3,33.3
2020,NTA2020,Brooklyn,BK1101,,Bensonhurst,,0,"104,934",100,"18,064",17.2,"36,545",34.8,"1,078",1,"46,034",43.9,600,0.6,"2,613",2.5
2020,NTA2020,Brooklyn,BK1102,,Bath Beach,,0,"33,070",100,"4,695",14.2,"13,227",40,443,1.3,"13,543",41,187,0.6,975,2.9
2020,NTA2020,Brooklyn,BK1103,,Gravesend (West),,0,"60,523",100,"8,579",14.2,"22,331",36.9,841,1.4,"26,717",44.1,287,0.5,"1,768",2.9
2020,NTA2020,Brooklyn,BK1201,,Sunset Park (East)-Borough Park (West),,0,"35,632",100,"7,533",21.1,"6,959",19.5,641,1.8,"19,480",54.7,471,1.3,548,1.5
2020,NTA2020,Brooklyn,BK1202,,Borough Park,,0,"93,905",100,"8,077",8.6,"70,239",74.8,804,0.9,"8,166",8.7,"4,452",4.7,"2,167",2.3
2020,NTA2020,Brooklyn,BK1203,,Kensington,,0,"41,758",100,"6,825",16.3,"17,370",41.6,"2,753",6.6,"12,224",29.3,618,1.5,"1,968",4.7
2020,NTA2020,Brooklyn,BK1204,,Mapleton-Midwood (West),,0,"39,137",100,"3,507",9,"28,474",72.8,632,1.6,"4,752",12.1,694,1.8,"1,078",2.8
2020,NTA2020,Brooklyn,BK1301,,Gravesend (South),,0,"30,366",100,"4,626",15.2,"14,187",46.7,"2,566",8.5,"7,949",26.2,242,0.8,796,2.6
2020,NTA2020,Brooklyn,BK1302,,Coney Island-Sea Gate,,0,"49,517",100,"8,588",17.3,"24,811",50.1,"10,144",20.5,"4,193",8.5,460,0.9,"1,321",2.7
2020,NTA2020,Brooklyn,BK1303,,Brighton Beach,,0,"33,568",100,"4,541",13.5,"21,647",64.5,429,1.3,"5,462",16.3,247,0.7,"1,242",3.7
2020,NTA2020,Brooklyn,BK1391,,Calvert Vaux Park,,9,0,,0,,0,,0,,0,,0,,0,
2020,NTA2020,Brooklyn,BK1401,,Flatbush,,0,"66,503",100,"13,064",19.6,"9,752",14.7,"35,895",54,"3,407",5.1,837,1.3,"3,548",5.3
2020,NTA2020,Brooklyn,BK1402,,Flatbush (West)-Ditmas Park-Parkville,,0,"43,016",100,"7,256",16.9,"15,859",36.9,"7,702",17.9,"9,288",21.6,673,1.6,"2,238",5.2
2020,NTA2020,Brooklyn,BK1403,,Midwood,,0,"52,891",100,"4,081",7.7,"35,135",66.4,"2,833",5.4,"7,894",14.9,882,1.7,"2,066",3.9
2020,NTA2020,Brooklyn,BK1501,,Gravesend (East)-Homecrest,,0,"52,797",100,"5,842",11.1,"34,806",65.9,767,1.5,"9,108",17.3,499,0.9,"1,775",3.4
2020,NTA2020,Brooklyn,BK1502,,Madison,,0,"41,465",100,"3,217",7.8,"25,197",60.8,"1,228",3,"9,938",24,336,0.8,"1,549",3.7
2020,NTA2020,Brooklyn,BK1503,,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,,0,"69,084",100,"6,148",8.9,"41,326",59.8,"4,615",6.7,"14,205",20.6,407,0.6,"2,383",3.4
2020,NTA2020,Brooklyn,BK1601,,Ocean Hill,,0,"37,952",100,"7,714",20.3,"2,597",6.8,"24,567",64.7,741,2,454,1.2,"1,879",5
2020,NTA2020,Brooklyn,BK1602,,Brownsville,,0,"60,470",100,"13,933",23,830,1.4,"41,736",69,617,1,688,1.1,"2,666",4.4
2020,NTA2020,Brooklyn,BK1701,,East Flatbush-Erasmus,,0,"47,690",100,"5,181",10.9,"3,573",7.5,"34,050",71.4,"1,310",2.7,658,1.4,"2,918",6.1
2020,NTA2020,Brooklyn,BK1702,,East Flatbush-Farragut,,0,"34,317",100,"2,465",7.2,799,2.3,"27,126",79,827,2.4,575,1.7,"2,525",7.4
2020,NTA2020,Brooklyn,BK1703,,East Flatbush-Rugby,,0,"42,762",100,"2,690",6.3,"1,145",2.7,"34,671",81.1,685,1.6,564,1.3,"3,007",7
2020,NTA2020,Brooklyn,BK1704,,East Flatbush-Remsen Village,,0,"39,115",100,"3,320",8.5,691,1.8,"31,983",81.8,251,0.6,523,1.3,"2,347",6
2020,NTA2020,Brooklyn,BK1771,,Holy Cross Cemetery,,7,32,100,5,15.6,0,,19,59.4,6,18.8,0,,2,6.3
2020,NTA2020,Brooklyn,BK1801,,Flatlands,,0,"67,087",100,"6,016",9,"9,749",14.5,"43,053",64.2,"3,899",5.8,921,1.4,"3,449",5.1
2020,NTA2020,Brooklyn,BK1802,,Marine Park-Mill Basin-Bergen Beach,,0,"46,955",100,"4,309",9.2,"29,831",63.5,"6,271",13.4,"4,762",10.1,499,1.1,"1,283",2.7
2020,NTA2020,Brooklyn,BK1803,,Canarsie,,0,"89,932",100,"7,433",8.3,"3,441",3.8,"71,576",79.6,"1,841",2,"1,032",1.1,"4,609",5.1
2020,NTA2020,Brooklyn,BK1891,,Marine Park-Plumb Island,,9,1,100,1,100,0,,0,,0,,0,,0,
2020,NTA2020,Brooklyn,BK1892,,McGuire Fields,,9,4,100,0,,2,50,0,,0,,0,,2,50
2020,NTA2020,Brooklyn,BK1893,,Canarsie Park & Pier,,9,5,100,1,20,0,,0,,0,,0,,4,80
2020,NTA2020,Brooklyn,BK5591,,Prospect Park,,9,15,100,5,33.3,2,13.3,7,46.7,0,,0,,1,6.7
2020,NTA2020,Brooklyn,BK5691,,Barren Island-Floyd Bennett Field,,9,21,100,3,14.3,12,57.1,5,23.8,0,,0,,1,4.8
2020,NTA2020,Brooklyn,BK5692,,Jamaica Bay (West),,9,0,,0,,0,,0,,0,,0,,0,
2020,NTA2020,Brooklyn,BK5693,,Shirley Chisholm State Park,,9,0,,0,,0,,0,,0,,0,,0,
2020,NTA2020,Bronx,BX0101,,Mott Haven-Port Morris,,0,"57,718",100,"38,852",67.3,"1,569",2.7,"15,455",26.8,476,0.8,475,0.8,891,1.5
2020,NTA2020,Bronx,BX0102,,Melrose,,0,"42,651",100,"28,059",65.8,973,2.3,"12,111",28.4,426,1,451,1.1,631,1.5
2020,NTA2020,Bronx,BX0201,,Hunts Point,,0,"15,131",100,"10,715",70.8,264,1.7,"3,752",24.8,108,0.7,109,0.7,183,1.2
2020,NTA2020,Bronx,BX0202,,Longwood,,0,"40,289",100,"28,773",71.4,690,1.7,"9,608",23.8,294,0.7,399,1,525,1.3
2020,NTA2020,Bronx,BX0291,,North & South Brother Islands,,9,0,,0,,0,,0,,0,,0,,0,
2020,NTA2020,Bronx,BX0301,,Morrisania,,0,"37,607",100,"20,576",54.7,709,1.9,"15,107",40.2,184,0.5,379,1,652,1.7
2020,NTA2020,Bronx,BX0302,,Claremont Village-Claremont (East),,0,"24,553",100,"12,630",51.4,295,1.2,"10,938",44.5,69,0.3,179,0.7,442,1.8
2020,NTA2020,Bronx,BX0303,,Crotona Park East,,0,"30,158",100,"18,748",62.2,488,1.6,"9,873",32.7,254,0.8,326,1.1,469,1.6
2020,NTA2020,Bronx,BX0391,,Crotona Park,,9,34,100,18,52.9,5,14.7,10,29.4,0,,0,,1,2.9
2020,NTA2020,Bronx,BX0401,,Concourse-Concourse Village,,0,"69,387",100,"41,807",60.3,"1,941",2.8,"22,108",31.9,"1,730",2.5,658,0.9,"1,143",1.6
2020,NTA2020,Bronx,BX0402,,Highbridge,,0,"32,456",100,"21,431",66,631,1.9,"9,444",29.1,247,0.8,283,0.9,420,1.3
2020,NTA2020,Bronx,BX0403,,Mount Eden-Claremont (West),,0,"49,651",100,"34,999",70.5,711,1.4,"12,221",24.6,619,1.2,527,1.1,574,1.2
2020,NTA2020,Bronx,BX0491,,Yankee Stadium-Macombs Dam Park,,9,19,100,15,78.9,0,,4,21.1,0,,0,,0,
2020,NTA2020,Bronx,BX0492,,Claremont Park,,9,10,100,1,10,0,,7,70,0,,0,,2,20
2020,NTA2020,Bronx,BX0501,,University Heights (South)-Morris Heights,,0,"54,682",100,"36,202",66.2,818,1.5,"15,403",28.2,854,1.6,550,1,855,1.6
2020,NTA2020,Bronx,BX0502,,Mount Hope,,0,"49,099",100,"33,082",67.4,736,1.5,"13,375",27.2,611,1.2,654,1.3,641,1.3
2020,NTA2020,Bronx,BX0503,,Fordham Heights,,0,"32,099",100,"23,239",72.4,523,1.6,"7,100",22.1,456,1.4,378,1.2,403,1.3
2020,NTA2020,Bronx,BX0601,,West Farms,,0,"20,147",100,"14,106",70,290,1.4,"5,020",24.9,230,1.1,199,1,302,1.5
2020,NTA2020,Bronx,BX0602,,Tremont,,0,"32,150",100,"19,902",61.9,599,1.9,"10,618",33,181,0.6,354,1.1,496,1.5
2020,NTA2020,Bronx,BX0603,,Belmont,,0,"35,825",100,"21,837",61,"4,732",13.2,"7,443",20.8,738,2.1,367,1,708,2
2020,NTA2020,Bronx,BX0701,,University Heights (North)-Fordham,,0,"46,538",100,"34,534",74.2,"1,800",3.9,"7,348",15.8,"1,661",3.6,543,1.2,652,1.4
2020,NTA2020,Bronx,BX0702,,Bedford Park,,0,"55,521",100,"37,854",68.2,"3,461",6.2,"10,310",18.6,"2,325",4.2,763,1.4,808,1.5
2020,NTA2020,Bronx,BX0703,,Norwood,,0,"43,466",100,"26,570",61.1,"3,093",7.1,"6,437",14.8,"6,049",13.9,642,1.5,675,1.6
2020,NTA2020,Bronx,BX0801,,Kingsbridge Heights-Van Cortlandt Village,,0,"35,777",100,"25,505",71.3,"3,741",10.5,"4,284",12,"1,287",3.6,396,1.1,564,1.6
2020,NTA2020,Bronx,BX0802,,Kingsbridge-Marble Hill,,0,"22,807",100,"14,757",64.7,"3,561",15.6,"2,872",12.6,923,4,230,1,464,2
2020,NTA2020,Bronx,BX0803,,Riverdale-Spuyten Duyvil,,0,"47,927",100,"11,840",24.7,"26,666",55.6,"4,074",8.5,"3,092",6.5,639,1.3,"1,616",3.4
